MATERIAL,DESCRIPTION,PRICE,CURRENCY,VALID ON
2801200001,COPPER PURE,9080.5,USD,13-09-2024
2801200001,COPPER PURE,9216,USD,16-09-2024
2801200001,COPPER PURE,9242,USD,17-09-2024
2801200001,COPPER PURE,9289,USD,18-09-2024
2801200001,COPPER PURE,9405.5,USD,19-09-2024
2801200001,COPPER PURE,9395,USD,20-09-2024
2801200001,COPPER PURE,9329,USD,23-09-2024
2801200001,COPPER PURE,9602,USD,24-09-2024
2801200001,COPPER PURE,9618.5,USD,25-09-2024
2801200001,COPPER PURE,9844,USD,26-09-2024
2801200001,COPPER PURE,9860,USD,27-09-2024
2801200001,COPPER PURE,9767,USD,30-09-2024
2801200001,COPPER PURE,9741,USD,01-10-2024
2801200001,COPPER PURE,9882.5,USD,02-10-2024
2801200001,COPPER PURE,9786,USD,03-10-2024
2801200001,COPPER PURE,9784,USD,04-10-2024
2801200001,COPPER PURE,9816.5,USD,07-10-2024
2801200001,COPPER PURE,9619,USD,08-10-2024
2801200001,COPPER PURE,9550,USD,09-10-2024
2801200001,COPPER PURE,9507,USD,10-10-2024
2801200001,COPPER PURE,9596.5,USD,11-10-2024
2801200001,COPPER PURE,9516,USD,14-10-2024
2801200001,COPPER PURE,9401.5,USD,15-10-2024
2801200001,COPPER PURE,9489,USD,16-10-2024
2801200001,COPPER PURE,9380,USD,17-10-2024
2801200001,COPPER PURE,9472.5,USD,18-10-2024
2801200001,COPPER PURE,9592.5,USD,21-10-2024
2801200001,COPPER PURE,9490.5,USD,22-10-2024
2801200001,COPPER PURE,9364,USD,23-10-2024
2801200001,COPPER PURE,9413,USD,24-10-2024
2801200001,COPPER PURE,9385,USD,25-10-2024
2801200001,COPPER PURE,9402,USD,28-10-2024
2801200001,COPPER PURE,9431,USD,29-10-2024
2801200001,COPPER PURE,9356,USD,30-10-2024
2801200001,COPPER PURE,9427,USD,31-10-2024
